Dismissal Session,Pickup Area,Date,AD Method,Dismissal Location,Time In,Time Out,Time In Clean,Time Out Clean,Time Difference,Diff Min,Release,Diff Release,carpool_id,Level
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:37,11/3/22 14:12,15:37,14:12,22:35:00,1355,11/2/2022 14:00:00,97,111003,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Bo,11/2/22 15:37,11/2/22 15:48,15:37,15:48,0:11:00,11,11/2/2022 14:00:00,97,111005,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:39,11/3/22 14:11,15:39,14:11,22:32:00,1352,11/2/2022 14:00:00,99,111009,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:39,11/2/22 15:46,15:39,15:46,0:07:00,7,11/2/2022 14:00:00,99,111010,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:39,11/4/22 14:02,15:39,14:02,46:23:00,2783,11/2/2022 14:00:00,99,111011,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:39,11/4/22 14:02,15:39,14:02,46:23:00,2783,11/2/2022 14:00:00,99,111011,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 15:40,11/3/22 15:23,15:40,15:23,23:43:00,1423,11/2/2022 14:00:00,100,111012,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:41,11/8/22 16:07,15:41,16:07,144:26:00,8666,11/2/2022 14:00:00,101,111015,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:42,11/2/22 15:44,15:42,15:44,0:02:00,2,11/2/2022 14:00:00,102,111018,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:42,11/4/22 15:39,15:42,15:39,47:57:00,2877,11/2/2022 14:00:00,102,111020,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:44,11/2/22 15:53,15:44,15:53,0:09:00,9,11/2/2022 14:00:00,104,111022,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,2nd Grade,11/2/22 15:46,11/2/22 15:56,15:46,15:56,0:10:00,10,11/2/2022 14:00:00,106,111029,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Pre-K - Bo,11/2/22 15:49,11/2/22 15:59,15:49,15:59,0:10:00,10,11/2/2022 14:00:00,109,111038,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:50,11/7/22 15:41,15:50,15:41,119:51:00,7191,11/2/2022 14:00:00,110,111039,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:50,11/3/22 14:41,15:50,14:41,22:51:00,1371,11/2/2022 14:00:00,110,111044,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:51,11/2/22 15:59,15:51,15:59,0:08:00,8,11/2/2022 14:00:00,111,111046,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:51,11/2/22 15:59,15:51,15:59,0:08:00,8,11/2/2022 14:00:00,111,111046,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:51,11/2/22 15:56,15:51,15:56,0:05:00,5,11/2/2022 14:00:00,111,111049,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:55,11/3/22 14:24,15:55,14:24,22:29:00,1349,11/2/2022 14:00:00,115,111064,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,1st Grade,11/2/22 15:55,11/3/22 14:24,15:55,14:24,22:29:00,1349,11/2/2022 14:00:00,115,111064,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,Kindergart,11/2/22 15:56,11/7/22 15:26,15:56,15:26,119:30:00,7170,11/2/2022 14:00:00,116,111067,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,5th Grade,11/2/22 15:56,11/3/22 15:58,15:56,15:58,24:02:00,1442,11/2/2022 14:00:00,116,111069,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:58,11/3/22 15:52,15:58,15:52,23:54:00,1434,11/2/2022 14:00:00,118,111074,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,3rd Grade,11/2/22 15:58,11/3/22 15:53,15:58,15:53,23:55:00,1435,11/2/2022 14:00:00,118,111079,ES
Daily Dismissal,Upper Loop,11/2/22 14:00,AUTO,4th Grade,11/2/22 15:59,11/4/22 15:05,15:59,15:05,47:06:00,2826,11/2/2022 14:00:00,119,111080,ES
